class,message
0,บัตรสมาชิกหมดอีกแล้ว ค่ะ คือถามมาหลายเดือนก็หมดล่าสุดมาถามที่สาขาเมกาบางนาก็หมดอีกแล้ว
0,เมื่อวันศุกรไปทานที่เซ็นทรัลอุดรฯ ปกติก็ไปทานบ่อยๆ ไปทานเมนูโปรโมชั่นวันธรรมดาเพราะเน้นสลัด มีลูกชายวัย 5 ขวบไปด้วย วันศุกร์นี้ก็ไป พนักงานไม่เอาเมนูโปรโมชั่นมาให้ ตอนนั้นเวลา 11.00 ก็อ่ะไม่เป็นไร สั่งเมนูปกติ ทีนี้พนักงานบอกให้สั่งให้น้องด้วย เราเลยบอกน้อง 5 ขวบเองนะคะ ปกติน้องมาไม่เคยเสีย แล้วเราเคยอ่านเจอในนี้ แอดมินเคยมาตอบว่าต่ำกว่า 7 ขวบไม่ต้องสั่งให้น้อง แล้วลูกเราไม่ทานด้วยค่ะ ทานแค่เฟรนฟรายในจานหลักของแม่ พนักงานก็บอกสั่งกุ้งทอดก็ได้ค่ะ 99 บาท เราก็ยืนยันว่าน้องไม่ทานค่ะ เขาก็บอกวันนี้ผู้จัดการอยู่ แม่เราตัดความรำคาญเลยให้สั่งให้ นี่เมนูโปรโมชั่นก็ติดหราหน้าร้านแต่ไม่เอามาให้เราเลือก ตอนแรกเราก็คิดว่ายังไม่ถึงเวลาป่ะวะ แต่มาเช็คในเพจก็ไม่ใช่นะ บอกตั้งแต่ร้านเปิดนะเมนูโปรอ่ะ สรุปกุ้งสั่งมาลูกเราก็ไม่กินอ่ะ เราอยากรู้แค่ว่าเด็กอายุเท่าไหร่ถึงเสียเงิน เรายินดีทำตามกติกานะ เคยอ่านเจอว่า 7 ขวบถ้าผิดจะได้เข้าใจใหม่ เมนูโปรโมชั่นก็ไม่เอามาให้ ไปตอนร้านเปิด เซ็นทรัลอุดร
0,"วันนี้ได้ไปทานอาหารที่ Sizzler สาขาเซ็นทรัล ปิ่นเกล้ามาได้สั่งน้ำชามะนาว Refill ได้น้ำชามะนาว 1 แก้ว + 1 เหยือก ซึ่งพอทานหมดพนักงานบอกว่าไม่สามารถเติมได้แล้วเพราะเหยือกที่ให้มาคือ Refill ผมว่าถ้าจะให้ทานในปริมาณจำกัดแบบนี้ยกเลิกคำว่า ""Refill"" เถอะครับ เพราะคนเค้าจะเข้าใจว่าเติมเท่าไหร่ กี่ครั้งก็ได้ ปล.นี่เป็นครั้งที่ 2 แล้วที่เจอแบบนี้ ก่อนสั่งถามพนักงานแล้วนะครับ ว่า Refill ใช่ไหม พนักงานตอบว่าใช่จึงสั่งมาครับ"
0,เมื่อวันเสาร์ที่5 มี.ค. 59 ช่วงประมาณ4-5โมงเย็น ไปกินซีสเลอร์ที่สาขาเซ็นทรัลเวิล์ด ก็ได้กินซุปต้มยำไก่เหมือนทุกครั้ง แต่ครั้งนี้พบว่าไก่ที่ใส่ในซุปจะแตกต่างจากเดิมคือ เป็นไก่สเต็กที่นำมาหั่นเป็นชิ้นสี่เหลี่ยมเล็กๆ ไม่แน่ใจว่าเป็นสูตรใหม่ของทางร้านหรืออย่างไร ด้วยความสงสัยจึงได้สอบถามไปยังซีสเลอร์ แต่จนบัดนี้ยังไม่ได้รับคำตอบเลย จนท.แจ้งว่ากำลังติดตามเรื่องให้ ใช้เวลากว่าหนึ่งอาทิตย์แล้ว(แค่สอบถามข้อเท็จจริงไปยังสาขา)ยังไม่มีความคืบหน้า จึงอยากถามลูกค้าท่านอื่นๆว่าใครเคยเจอแบบนี้บ้างหรือเปล่าคับ
0,วันนี้ที่สาขาเดอะมอลล์โคราชพนักงานรับออเดอร์บริการไม่ประทับใจเลยคะ สายตามองลูกค้าดูถูกมากคะ น้ำเสียงห้วนมาก คำพูดไม่ไพเราะเลยคะ อยากทำงานบริการ สายตา คำพูดควรให้เกียรติลูกค้าทั้งต่อหน้าและลับหลังนะคะ แต่พนักงงานเสริฟคนอื่นๆบริการดี มีมารยาท น่ารักทุกคนคะ ยกเว้นคนเดียว คนรับออเดอร์ ปลาเน่าตัวเดียว เหม็นไปทั้งคลองนะคะ
0,วันนี้ไปทานที่สาขาฟิวเจอร์ฟาร์คชั้นล่าง ครั้งที่แล้วเจอหนอนในผัก ผักนี่คงปลอยสารดีมากค่ะ ส่วนวันนี้เจอแมลงชนิดนึงเดินเกาะอยู่ตรงขอบบาร์ กลัวว่ามันจะลงไปในอาหาร ลูกค้าท่านอื่นอาจจะรู้สึกไม่ดีได้ ควรปรับปรุงเรื่องสุขอนามัยด้วยค่ะ ส่วนสาขาที่อยู่ในzpell พนักงานบริการดีมากค่ะ เรากินsizler บ่อยมาก เจอตัวอะไรก็ไม่สะท้านเลย brand loyalty มากกกกกก ครั้งน่าจะเจอตัวอะไรอีกดี...
0,ไปกินมาเมื่อวานรู้สึกว่ามาตรฐานต่ำลงมาก อาหารรายการลดลงเยอะมาก ซุปใสแจ๋วใม่มีความข้น รู้สึกผิดหวัง อาหารแพงขึ้นไม่ว่าแต่จะทำให้ดีขึ้นได้ไหม เอาsizzlerของฉันคืนมา :(
0,อยากให้ปรับปรุงในเรื่องของการบริการมากๆ โดยเฉพาะพนักงาน ไปกินมาทั้ง 2 ที่คือเป็นเหมือนกันหมด ทั้งสาขา seacon square และ central bangna ส่วนรสชาติของอาหารใช้ได้ อร่อย สะอาด
0,สลัดบาร์ของน้อยลงเยอะเลย เมื่อก่อนมีหลากหลายกว่านี้
0,"วันนี้ไปกิน Sizzler สาขา Central Festivalเชียงใหม่ เดินกันไป 4 คนพ่อแม่ลูกเล็ก พนักงานหน้าบึ้งใส่ งง แล้วพอไปนั่งที่แล้ว ไม่รู้ว่านางถือเมนูตามมา เราก็รอน้องพนง. มาเช็ดโต๊ะเพราะตอนเดินเข้ามาเห็นแว้บๆ เค้าเพิ่งเก็บโต๊ะ สักพักก็มีมาเช็ด สามีก็เกรงใจพนง.หน้าหงิกคนนั้น เลยขอเมนูมาถือเองแล้วจะดูเอง ระหว่างนี้ทุกคนยืนรอให้โต๊ะเสร็จ นางก็ยื่นให้หน้าบึ้งแล้วเดินออกไปเลยสามีงง ส่ายหัวกับเรา ปกติฮีจะไม่ค่อยสนใจใครนะเราเลยบ่นกับน้องผช.ที่เช็ดโต๊ะ ว่าหน้าตาไม่รับแขกเลย ไม่ต้องให้มารับออเดอร์นะ ไม่เจริญตา เสียอารมณ์จริงๆต้องปรับใจ ปรับอารมณ์ เพราะตั้งใจมากินมากสาขานี้มากินไม่บ่อย แต่ที่สาขาแอร์พอร์ตพลาซ่าบ่อยกว่าแต่ครั้งนี้ สามีบอกไปกินสาขานี้เหอะใกล้บ้านน้อง พนง.ผช. ก็ได้แต่ยิ้มๆ ไม่พูดไรถ้าเป็นแบบนี้ ไม่พร้อมรับแขกไปทำงานในครัวหรือลาหยุดดีกว่ามั้ยเนี่ยพนง. ผญ. ผอมๆ ตาตี่ หน้าบูด สาขาเซ็นทรัลเฟสติวัลเชียงใหม่ ไร้มารยาทที่สุด"
0,"สาขาเซ็นทรัลภูเก็ตคะ อยากทราบว่าสาขานี้ทำไมไม่มีผักขมคะ ตอนแรกนึกว่าไม่มีแค่วันนั้นวันเดียว แต่หลังจากนั่นไปทานก็ไม่มีตลอด คือ ผักขมไม่สามารถข้ามมาเกาะภูเก็ตได้หรอคะ??..ส่วนพนักงาน ตอนมาต้อนรับมาที่โต๊ะ กับรับออเดอร์ ดีมากๆ แต่หลังจากนั้น พยายามเรียกให้เก็บจานให้เติมน้ำ ไม่มาหา ไม่เดินผ่านสักคน พยามยามมองหา ก็ไม่มา คือถ้าเป็นอย่างนี้ เวลาจะจ่ายเงินขอเดินผ่านออกจากร้านไปเลยได้ไหม ไหนๆก็ไม่อยากมองลูกค้าอยู่แล้ว ขอบคุณคะ"
0,วันนี้ไปทานที่สาขา เซ็ลทรัลปิ่นเกล้า อาหาร ร้าน ok ค่ะ เเต่การบริการพนักงานเเย่มากๆ เรียกสั่งไม่ค่อยมองหลบสายตา เดินจะชนลูกค้าหลายรอบ จำหน้าได้นะค่ะ แล้วก็เรื่องสั่งโค๊กแบบรีฟิว ก็ไม่ค่อยเห็นเดินบริการ คือจะเอาต้องขอเหมือนไปขอเขากิน ปรับปรุงหน่อยนะค่ะ.
0,มารับออเดอร์ช้าไปนิดนุงค่ะ ^^
0,รสชาติอาหารดีค่ะ แต่พนักบริการแย่ไม่มีมารยาท ทานยังไม่เสร็จมาเช็คบิลโดยไม่เรียก ทั้งสาขาเซ็นทรัลลาดพร้าดและปิ่นเกล้า ช้าด้วย
0,อาหารจานหลักรอนานมาก ถ้าลูกค้าเยอะเมื่อไหร่เหมือนจะเชิญลูกค้าออกจากร้านตลอดเวลา #สาขาแฟชั่นไอซ์แลนด์
0,เมื่อวันที่ 10.07.57 ที่เดอะมอล์ล บางแค เส้นพาสต้า ไม่สุกพอกินเข้าไปมันกรุบๆ เลยเรียกเมเนเจอร์มาบอกว่าเส้นไม่สุกนะ เมเนเจอร์เลยเดินไปตักมาเทส แล้วก็เดินกลับมาถามเราว่าเราไปตักมานานหรือยัง เรากับแฟนเลยบอกว่าคงจะเป็นหม้อที่แล้ว แต่ประเด็นคือทำไมไม่เทสว่ามันสุกหรือยังก่อนเอา ออกมาว่างให้ลูกค้าตักคะ...แค่อยากรู้ !!!
0,เมื่อวานไปทานที่เดอะมอลล์บางแค เสียความรู้สึกมาก พนง.บริการดี แต่แย่ตรงที่สลัดบาร์ผักน้อยมากหมดก็ไม่เติม แล้วอย่างฟักทองอบถามพนง. พนง.บอกไม่มีมาเป็นเดือนแล้วเกือบทุกสาขา แต่ทำไมอาทิตย์ก่อนยังมีเห็นที่สาขาอื่นอยุ่เลย แล้วอย่างซุปต้มยำ ตักไปมีแต่น้ำ เดินมาดู3รอบก็ยังไม่เปลี่ยนหม้อ...รบกวนช่วยดูให้ด้วยนะค่ะ ลูกค้าคนอื่นจะได้ไม่เสียความรู้สึก เพราะถ้าเทียบกับสาขาอื่นที่ไปทานมา สาขานี้แย่สุด บอกตรงๆค่ะ แก้ไขด่วนนะค่ะ!!
0,"เมื่อวานได้ไปทานที่สาขาเซนทรัลพระรามเก้า ได้สั่งอาหารหลายเมนู และขอสั่งห่อกลับบ้าน จานที่ห่อกลับคือ 'Spicy Grilled Chicken and Smoked Pork Sausage' และ 'Pork loin and Smoked Pork Sausage' พร้อมมันบด1ลูก และขนมปัง3แผ่นแต่สิ่งที่พบหลังกลับมาบ้านคือได้ Spicy Grilled Chicken 1 ชิ้นPork Loin 1 ชิ้นSmoked Pork Sausage 1 ชิ้นมันบด 2 ลูกไส้กรอกหายไป1ชิ้นและมันบดก็ได้เกินมาจากจานใครก็ไม่ทราบ รวมทั้งขนมปังก็ไม่ได้กลับมาเลย ลูกค้ามีหน้าที่ต้องตรวจสอบของเองก่อนออกจากร้านทุกครั้งหรือคะ มันบดกับขนมปังดิฉันไม่ได้ติดใจอะไร แต่ไส้กรอกหายไปดิฉันสั่งจานธรรมดาไม่ดีกว่าหรือ จ่ายราคาเต็มไม่โปรโมชั่นยังได้แบบนี้ ถ้าได้สิทธิ์โปรจะเป็นอย่างไร รบกวนพิจารณาเรื่องนี้แล้วปรับปรุงด้วยนะคะ"
0,ราคา ขึ้นอยู่ตลอดแพงขึ้นเรื่อยๆ แต่อาหารแย่ลง salad bar ของก็น้อย ไม่มีการเพิ่มหรือพัฒนา แต่ราคาขึ้นเอา อบชีสก็ไม่มีแล้ว ราคา Salad bar 199 แล้ว แต่ของเหมือนเดิมถ้าเพิ่มหรือพัฒนาจะไม่ว่า
0,สาขาเซนทรัลเฟสติวอลภูเก็ต นอกจากจะให้รอนานถึง 15 นาที แล้วยัง เบะปากใส่ลูกค้า สุดยอดบริการแห่ง service mind เลยครับ sizzler ได้มอบมื้อที่จะจดจำไปอีกนานครับ
0,"วันนี้ตั้งใจมาใช้สิทธิ์ samsung galaxy gift ชุดสเต็กไก่ สวีทแอนด์สไปซี่ + เป๊ปซี่รีฟิล มูลค่า 304 ฟรี เพราะเป็นสิทธิ์ของ curved TV แต่พอมาใช้จริงๆ บอกไม่ร่วมบริการ (สาขาเซ็นทรัลพระราม 9 ) แต่ทำไมในเงื่อนไขไม่แจ้งก่อนว่าสาขานี้ไม่ร่วม เดินเข้ามาก่อนรอคิวก็ถามพนักงานแล้วว่าใช้สิทธิ์ samsung galaxy gift นะ ก็พยักหน้า เราก็รอคิว พอเข้ามานั่งสั่งอาหารข้างในบอกไม่ร่วม คือไร แบบนี้อย่าโฆษณาเลยนะ คุณ sizzler ขาจริงๆ คือก็ใช้สิทธิ์ของร้านอื่นมาก็มาก บอกว่าฟรี ก็ได้หมดทุกร้านนะเข็ดเลยค่ะ"
0,เมื่อวานไปทานกับเพื่อนสาขา siam square one แย่จริงค่ะ สั่งอาหารเมนูสเต๊กไก่ ตามโปรโมชั่นระบุว่าเปลี่ยนเป็นข้าว
0,"วันนี้มาทานSizzler สาขาRiverside ที่เจริญนคร บอกเลยว่าห่วย เริ่มจากการรอคิว ลูกค้าเยอะ อันนี้เราเข้าใจ พอได้โต๊ะนั่ง เริ่มสั่งอาหาร พนักงานรับอาหารก็เหมือนรีบๆให้เราเลือก พอเราเลือกอาหารเสร็จก็ไปตักสลัดบาร์ อาหารที่มุมสลัดบาร์มีน้อยกว่าเมื่อก่อนอย่างเห็นได้ชัด บางอย่างก็หมด มาเติมกันไม่ทัน กลับมาที่โต๊ะ พออาหารที่สั่งไปมาเสริฟ อาหารก็ไม่ร้อน เหมือนกับทำทิ้งไว้ การจัดจานก็เหมือนเอาเศษผักมาวางกองๆไว้ให้นิดนึง บอกเลยว่า ""ลาก่อน"" ร้านอาหารราคาแพง แต่คุณภาพแย่"
0,"วันนี้ไปใช้บริการที่สาขาเมกาบางนา ขอให้พนักงานช่วยอบผัมโขมและชีสที่ตักใส่ถ้วยให้ แต่เราไม่รู้มาก่อนว่าทางร้านได้ยกเลิกบริการนี้แล้วพนักงาน2ท่านแรกเดินหนีไปโดยไม่ตอบคำถามใดๆ เราก็บอกพนักงานคนที่3 ที่น่าจะเป็นระดับหัวหน้าว่ารบกวนช่วยอบผักโขมและชีสในถ้วยนี้ให้ดิชั้นหน่อยพนักงานท่านนั้นยิ้มเหยียดๆแล้วบอกเราว่าทางร้านยกเลิกบริการนี้แล้ว เราก็บอกว่าแล้วจะให้ทำยังไง เราตักมาแล้ว แต่พนักงานท่านนั้นก้อไม่ได้สนใจ และเดินจากไปโดยมิได้ตอบคำถาม. ปล่อยให้เรายืนเคว้งอยู่ตรงนั้น"
0,มาทานที่สาขาสยามวัน บริการแย่มาก อาหารมาเติมไม่เต็มไลน์สลัดบาร์ พอถามก็ตอบส่งๆและพูดไม่ดี สักแต่พูดว่ามีๆ ทั้งที่ความจริงไม่มี วางแก้วแรง ตั้งแต่มานั่งกินจานไม่เก็บเลย น้ำก็ไม่มาเติม เรียกมาเติมก็ทำเป็นมองไม่เห็น แย่มาก เป็นยันผู้จัดการ จะเรียกมาตำหนิก็ยังไงอยู่เพราะตัวผู้จัดการเองก็บริการแย่ รบกวนช่วยปรับปรุงด้วยนะคะ ทุกๆการถามถามแบบดีๆสุภาพและอ่อนน้อม แต่ว่าตอบกลับมาแย่ๆ ถ้าจะบอกว่าคนเยอะก็ไม่ใช่เพราะตอนที่มาทานคนค่อนข้างบางตามากๆ และนั่งหน้าประตูเลยไม่ใช่ที่อับตา รบกวนช่วยดูแลด้วยนะคะ ถ้าให้0ได้ก็จะทำ เป็นลูกค้าประจำทานมานานแต่ระยะหลังโดนแบบนี้ เริ่มพิจารณาจะมาทานใหม่อีกทีแล้วหล่ะคะ
0,สาขาเดอะมอลล์บางกะปิ โปร Ais เสต็กหมูพริกไทยดำ 299 บาท ให้น้อยโคตรๆ หมูได้เท่านิ้วชี้ เหมือนเศษๆ โคตรห่วย
0,"สาขาเซนทรับแจ้งวัฒนะ ห่วยมาก1. สั่งสเต๊กหมูเท๊กซัสบาบีคิว เอาหมูพริกไทดำมาให้ แถมแข็งโบ๊กๆๆ แห้งกระด้าง ซ้อมจิ้มยังกระดก เราก็รุ้นะว่ามันไม่ใช่ ถามพนักงาน 2 รอบ พนง ก็ยืนยันว่าใช้ เราขอเมนู มาเปรียบเที่ยบเลย เราบอกนี่มันไม่ใช่ที่สั่ง สักพัก ผจก มาที่โต๊ะบอกว่า เท๊กซัสเมนูใหม่เลยละลายน้ำแข็งไม่ทัน จึงเอาพริกไทยดำมาแทน อ้าวว คืออะไร ดูถูกลูกค้าขนาดเอาอะไรมาให้ก็ได้เลยเชียวหรือ2. สั่งขาหมูทอด ตัดหนังให้สามีทานไป ก็บอกอร่อยดี พอเราตัดแบ่งครอบครัวปรากกฏ เนื้อในเย็นยังกะน้ำแข็ง คือเรียก พนง มาอีก บอกน้องเอานิ้วจิ้มสิ มันเย็นยังกะน้ำแข็ง สักพัก ผจก มาบอกเด๋วไปทอดให้ใหม่ คือ... เครื่องมือวัดอุณภูมิ ไปไหนคะ แล้วที่ตัดเป็นชิ้นในจานของที่ตัดไปคือ ทิ้งเสียสรุป เราบอกเอากลับบ้านล่ะกัน คุณจะเปลียนสเต๊กเป็นอะไรก็แล้วแต่คุณเหอะ ไม่อยากจะกินแล้ว มาถึงบ้านเปิดกล่องโมโหหนักกว่าเดิม ขาหมูมันทอดจนแห้งแข็งแป๊ก มันอบเอาห่อฟลอยมา แต่มันไม่สุก คือ ที่สุดของความเลวร้าย ในร้านอาหาร"
0,ทำไมย่างไก่ไม่สุกคะ อีกเมนูสั่ง เนื้อบดเทริยากิ ได้ซอสพริกไทยดำ พอถามพนักงาน พนักงานตอบว่าซอสหมด ยังหาซื้อไม่ได้ ทำไมไม่แจ้งลูกค้าก่อนว่าซอสหมด รสชาติก็จืด บอกเลยมื้อนี้ไม่ประทับใจ มื้อต่อไปถ้าจะมากินใหม่คงต้องคิดอีกที #sizzler
0,วันนี้ที่สาขาเซ็นทรัลพระราม 3 บริการแย่มาก ทั้งหน้าตาพนักงาน บริการ ไม่มีรอยยิ้มบนใบหน้าตั้งแต่พนักงานเติมอาหาร พนง. รับออเดอร์ด้วยสีหน้าไม่อยากจะขาย ไม่เคยคิดว่า พนง. ที่นี่คุณภาพแย่มาก เมื่อเทียบกับสาขาอื่น ณ 12.3.60 .. 15.00 น โซนด้านหลัง
0,สาขาฟิวเจอร์พาร์ค รังสิตเก็บอาหารตั้งแต่20.00น. ซุปเห็ดเดินวนไป ไม่มีทางได้กิน พนง.หน้าบูดเป็นตูดหมึก อยากเสริฟอาหาร หรือน้ำก็วางไว้หัวโต๊ะ แจกจ่ายกันเอง โต๊ะนั่ง10คน เชิญบริการตัวเองนะจ๊ะ คะณภาพ รสชาดตกต่ำขีดสุด สุดท้ายสั่งอาหารไม่ได้ ตอบง่ายๆ ลืมทำ ... มีดาวติดลบไหมจะให้
0,มาทานสาขาเซนทรัลบางนาเป็นประจำแต่การบริการแย่ลงๆสวนทางกับราคาอาหาร วันนี้มาใช้บริการแต่พนักงานบางคนรับคำลูกค้าด้วยหางตา ครั้งนี้ประทับใจจนพูดไม่ออกเลย ถ้าจะผิดไม่ใช่ที่เด็กแต่เป็นการจัดการที่แย่ของผู้จัดการสาขาครับ
0,ไก่ spicy เปลี่ยนการหมักไก่ไม่เหมือนเดิม ทำไมไม่แจ้งลูกค้าก่อนคะ เขียนในเมนูเลยยิ่งดีค่ะ เสียความรู้สึกมากค่ะ
0,สาขาcentral salaya สั่งเมนูปลา ได้ปลามีมีกลิ่นคาวมาก รสชาติไม่อร่อยอย่างแรง
0,สาขาเดอะมอลล์บางแค ไม่แพ้กัน เข้ามานั่งรอพนักงานเดินผ่านไปผ่านมาเกือบ15นาทีไม่มารับออเดอร์ ต้องเรียกเอง แถมสลัดบาร์ยิ่งน้อยลงเรื่อยๆ ของหมดไม่ค่อยเติม และที่สำคัญเพิ่งรู้ว่า ซิลเลอร์จะไม่มีมัสตาสแล้ว เพื่อเซฟคลอส
0,สาขาเซ็นทรัลเฟสติวอล ภูเก็ต ก่อนออกอาหารช่วยเช็คหน้าตาอาหารด้วยนะครับ ถ้าจะเอามาเสิร์ฟลูกค้า ลูกค้าจะรับประทานได้รึป่าว(หนังไก่ไหม้) และช่วยชิมซอสด้วยนะครับ เค็มมาก(พริกไทยดำ) และซุปเห็ด รสชาติยังเป็นแป้งอยู่เลยครับ ช่วยกันดูด้วยนะครับ
