class,message
0,"วันนี้โทรไปสั่งสปาเก็ตตี้ขี้เมาทะเล มาค่ะ 2กล่อง และอย่างอื่น นัดรับเองที่โลตัสนครปฐมค่ะ เรานัดเวลาเองคือ 30 นาทีจากที่โทรสั่ง พอมาเอาได้ตามเวลานะคะ แต่พอกลับบ้านมากินนี่แทบอยากจะเอาไปโยนหน้าร้านเลยค่ะ เค็มมาก กไก่ กี่ตัวก็ไม่พอ เสียความรู้สึกมากค่ะ กล่องละ 139×2 แต่ได้กินแค่ปลาหมึกกับกุ้งไม่กี่ชิ้น เพราะมันเค็มมากจริงๆค่ะ แต่พิซซ่าพัฟ กับ ไก่บาร์บีคิวโอเคนะคะ ถ้ามันเค็มมากทั้งหมดเราไปแน่เคยกินมาก็หลายครั้งแต่ไม่เคยเค็มเหมือนครั้งนี้เลย ช่วยบอกหน่อยว่า ถ้าเราเอาไปให้พนักงานลองชิมอีกกล่องที่กำลังจะลงถังขยะเพราะเค็มมาก ไม่กล้ากินแล้ว จะโดนพนักงานด่ากลับมาไหมคะ (ก่อนโทรสั่งไปยืนรอคิวหน้าร้านค่ะแต่มีคนสั่งอยู่ก่อนแค่1คิว เราก็รอ ไม่มีพนักงานเดินมาสอบถามอะไรทั้งสิ้นทั้งๆที่ยืนคุยกันอยู่แค่นั้นเพราะลูกค้าน้อย รออยู่10นาที ถ้าจะรับออร์เดอร์กันนานขนาดนี้ มีคนเยอะไว้ทำอะไรคะ เราเลยทนไม่ไหวใข้โทรสั่งแล้วไปรับเองทีหลัง) 1.ควรปรับปรุงเรื่องบริการนะคะ 2.มีมาตรฐานในการทำไม่เหมือนกันหรือไงคะ. ทำไมรสชาติถึงได้เค็มขนาดนี้ เหมือนตกบ่อเกลือมาเลย"
0,เอาตรงๆนะคะ แย่ๆๆมากที่สุดค่ะ การบริการ เมื่ออาทิตย์ที่แล้วไปทานที่ร้าน ต้องได้ต่อโต๊ะเอง จัดการเอง เรียกพนักงาน 2-3 รอบก็ยังไม่มีใครมา พอเอาออร์เดอร์มาบอกจะมารับออร์เดอร์นะคะ ผ่านไป20 นาทีก็ยังไม่มีใครมา ยกมือเรียกเพื่อให้พนักงานรู้ บอกรอพิซซ่า15-20 นาทีนะคะ พิซซ่ามาจริงๆ 1 ชั่วโมง วันนั้นสั่งบางกรอบ 2 พาสต้า 1 น้ำโค้ก 2 เหยือก ผ่านไปเกือบครึ่งชั่วโมง ได้น้ำมาเหยือกเดียว รินไปได้แค่4 แก้วก็หมด อีก4คนก็นั่งรอ พาสต้ามาแล้วก็จนผ่านไปเกือบ 20 นาที พิซซ่าก็มา ทานพิซซ่าหมด แต่น้ำก็ยังไม่มา ทานทุกอย่างจนหมด แต่ได้สั่งน้ำแล้วไงเลยถามพนักงาน สรุปวันนั้นอีก4 คนได้รอน้ำโค้กเหยือกที่2 หลังจากทานทุกอย่างหมดแล้ว (พนักงานที่มาบริการจาน ช้อน มือจะจิ้มตาเราอยู่แล้ว วางเสียงดังปร้วงเปรี้ยง เราได้จัดเอง) หรือเราเป็นคนไทยมีทริปให้ไม่เยอะ เหมือนชาวต่างชาติรึยังไง ทำไมบริการได้ แย่ จัง
0,วันนี้ไปใช้บัตร1แถม1 ดันใช้ไม่ได้กับขอบเบอร์เกอร์ ตอนจะซื้อบัตรก็ไม่บอกว่าใช้ไม่ได้. ถามก็ได้แต่บอกว่าเป็นโปรโมชั่นเลยใช้ไม่ได้ ตอนขอบพิเศษรอบก่อนๆชีสซี่บัน ยังใช้ได้เลย แล้วไอ้ขอบเบอร์เกอร์มันโปรตรงไหน ราคาปกติชัดๆ
0,"วันนี้ไป The Pizza Company สาขาบิ๊กซีลพบุรีคนเดียว สั่งผักโขมอบชีสและปีกไก่ทอดสไตล์เกาหลีและน้ำเปล่า พนักงานได้นำน้ำเปล่ามาเสริฟก่อน นั่งรอต่อประมาณ 15 นาที พนักงานเค้าเตอร์ที่ในครัวกดกริ่งประมาณ 3 รอบ เพื่อเรียกพนักงานเสริฟนำผักโขมอบชีสมาเสริฟ(ดูเหมือนพนักงานที่นี่ไม่ค่อยใส่ใจการทำงานสักเท่าไร) นั่งทานจนเกือบหมดแล้วรู้สึกว่าทำไมยังไม่ได้ปีกไก่ทอดฯเพราะสั่งไปนานมากจึงดูเวลาที่ออกในบิลที่พนักงานวางไว้บนโต๊ะเป็นเวลา16.21 น. จึงเรียกพนักงานมาถามว่าปีกไก่ทอดฯที่สั่งไปจะได้หรือยัง สักพักนึงพนักงานได้นำไก่ทอดฯมาเสริฟดิฉันจึงมองนาฬิกาปรากฎเวลา 16.53 น. ซึ่งตั้งแต่พนักงานรับออเดอร์ไปดิฉันได้สูญเสียเวลาถึงครึ่งชั่วโมงกว่าๆ เพื่อนั่งรออาหารที่ยังไม่ได้ด้วยความหิว(โต๊ะมาทีหลังสองคนได้สั่งกินหมดไปแล้วและได้เช็คบิลกลับไปแล้วแต่ดิฉันพึ่งจะได้รับไก่ทอดฯ) บอกตรงๆค่ะว่าไม่ค่อยประทับใจในการบริการครั้งนี้สักเท่าไร ถ้ารู้ว่าอาหารที่สั่งต้องนั่งรอนานขนาดนี้คงไม่เข้าไปทานแน่นอนค่ะ และอยากทราบว่ามาตรฐานที่ The Pizza Company มีคืออะไร?  หรือเพราะดิฉันมาทานเพียงคนเดียวจึงไม่ต้องได้รับการบริการที่ดี?"
0,ขอติหน่อยนะคะ พนักงานคอลฯนี้โง่หรืออะไรคะ ทำไมไม่เข้าใจที่เราถาม เรื่องมันมีอยู่ว่า เราสั่งของผ่านแอพฯ เราตรวจสอบสถานะสินค้า สินค้าจะถึงในเวลา19:55 แต่คือ เราถามพนง.คอลฯว่า ทำไมในแอพฯถึงขึ้นว่าจัดส่งเรียบร้อยแล้ว ทั้งๆที่ยังไม่ได้รับสินค้า เราถามพนักงานคอลฯ พนักงานไม่เข้าใจที่เราถามคือนางเข้าใจว่า มันยังไม่ถึงเวลาจัดส่ง คือเรารู้ค่ะ ว่ามันยังไม่ถึง19:55น. แต่ที่เราถามว่า ทำไม ในสถานะการจัดส่งสินค้าถึงขึ้นว่าได้ จัดส่งสินค้าเรียบร้อยแล้ว แค่นั้น (เราแค่กลัวว่าจะส่งผิด) ทำไมถึงตอบไม่ตรงคำถาม นางตอบอย่างเดียวว่า ยังไม่ได้ถึงเวลาค่ะ คือเรารู้ค่ะ ว่ายังไม่ถึงเวลา แต่แค่ไม่เข้าใจว่าทำไมในแอพฯถึงขึ้นว่าจัดส่งเรียบร้อยแล้ว แค่นั้น เราไม่ได้จะเร่งรับสินค้าค่ะ ปรับปรุงด้วยนะคะ ปกติสั่งบ่อยนะคะ แล้วพนักงานคอลฯเวลาพูดชื่อตอนรับสายน่ะ กรุณาพูดใหชัดเจนด้วยนะคะ จะได้คอมเพลนถูก ไม่ต้องพูดแบบรีบไปตายค่ะ ลูกค้าฟังไม่ทัน
0,สาขากระบี่พนักงานแย่มาก พอเราถามซื้อหนึ่งแถมหนึ่งมันบอกไม่มี แล้วของที่สั่งรอนานมากกว่าจะได้กินต้องโมโหก่อนถึงจะได้กิน ไปใช้บรการบ่อยมากแต่ก็เจอแบบนี้ตลอดคะ เน้นคะเน้นสาขากระบี่
0,วันพฤหัสบดี ที่ 13 เมษา 2560 เวลา 17.00 น. ได้ไปสอบถามพนักงานว่า มีโปรโมชั่นซื้อ 1 แถม 1 ไหม พนักงานตอบมาว่า มี แต่ต้องเป็นสมาชิกแล้วสั่งกลับบ้าน เลยได้สั่งพิชซ่ากลับบ้านพร้อมกับสั่งเมนูอื่น ไก่บาร์บิวคิ้ว 6 ชิ้น ฟิชฟิงเกอร์ ชิกเก็นสติ๊ก สปาเกตตี เพื่อที่จะนั่งกินที่ร้าน ปรากฏว่าพนักงานบอกว่า ทานพิชซ่าในร้านไม่ได้ถึงจะสั่งกลับบ้านหรือมีสั่งเมนูอื่นมาทานก็ห้ามทานพิชซ่าในร้าน แบบนี้ก็ได้หรอค่ะ ? งงเด้ งงเด้
0,วันนี้สั่งพิชซ่าสาขาซอยมังกรเปนเมเนเจอร์ที่รับออเดอร์เปนผู้ชายหน้าตาไม่ยิ้มแย้มแถมทำหน้าไม่พอใจอิก คือไม่ได้มาขอกินฟรีนะค่า ไม่ทราบว่ามารยาทแบบนี้ขึ้นมาเปนหัวหน้าได้ยังงัยนิสัยแย่ บริการแย่มาก พิชซ่าที่ได้แป้งเหนียวมากชื้อมาก๊แพงแต่คุณภาพไม่คุ้มค่ากับราคาเรย แย่
0,ไม่มี 0 ดาวหรอครับ สาขาสัตหีบ บริการเชี้ยมากไม่เชื่อลองปลอมตัวไปกินดู ถ้ามึงไม่เต็มใจทำงานทำไมไม่ลาออกไปอยู่บ้านวะ พวกเด็กฝึกงานโอเครอยู่นะ ส่งคนไปดูหน่อย
0,จะยกเลิกรายการที่ทำออนไลน์หรืออะไรก็ไม่แจ้งกันก่อน เงินโดนตัดผ่านบัญชีไปแล้ว ยังต้องชำระเงินสดเอง เข้าใจว่าจะโอนเงินคืนให้ แต่ต้องรออีก 7 วันทำการ ถ้าผมรู้อย่างนี้จะขอยกเลิกการสั่งทั้งหมดครับ ปรับปรุงการสื่อสารหน่อยนะครับ ไม่ประทับใจมากๆ
0,บริการแย่มากๆที่สาขาพาซิโอ้ลาดกระบัง เข้ามายืนรอจะสั่งอาหารพนักงานแม่งยืนเฉยยยไม่แนะนำอะไรสักอย่างแถมหน้าอย่างกะตูดเหมือนกูมาขอมันกินฟรีอ่ะ
0,"ขอบ เบอร์เกอร์ชีสหมู แย่มากครับ ไม่คุ้มค่ากับที่เก็บเพิ่ม 300 มาก ไม่อร่อยเลยเสียความรู้สึกมากครับ"
0,พิซซ่าหน้าแฮม&เบคอน 159 บาท มีแต่แป้งค่ะ หน้าน้อยมาก แลดูเหมือนสั่งแป้งมากินมากกว่า เอาเปรียบผู้บริโภคค่ะ
0,พนักงานสาขาร้านริเวอร์ไซด์พลาซ่าแย่มาก ขนาดสั่งอยุ่ตรงข้างหน้ายังไม่สนใจเลยมัวยืนเล่นโทรศัพท์
0,ห่วยมาก ๆ เลยครับ คุณภาพแย่ลงเรื่อย ๆ เสียดายเงิน เสียดายปากที่รับประทานเข้าไป
0,บริการจัดส่งยอดแย่อันดับติดลบเลยมาช้ามากๆที่ระนองประมาณ40นาทีขึ้นไปอ้างว่าเข้าไม่ถูกซะงั้น
0,พิซ่าแป้งบางกรอบเปลี่ยนมาเป้นแป้งพาย ไม่มีความอร่อย ไม่กรอบ อมน้ำมัน ผิดหวังสุดๆ
0,"พอโทรสั่ง_บอกโปรนี้ต้องสั่งทางเวปแม่งหลายช่องทางแต่ไม่ใช่จะใช้ได้ทุกช่องทาง"
0,โทรสั่งวันนี้หน้าน้อยมากๆๆๆๆๆ เหมือนกินหนมปังเปล่าๆๆกับซอส
0,ซื้อไอสครีมที่ร้านหน้าสุขุวิท71 ได้ไอสครีมเน่า
0,"ทางร้านคุณรวมทั้งเจ้าหน้าที่คอลเซนเตอร์ทำงานได้แย่มากไม่แคร์ความรู้สึกลูกค้าเลย เราสั่งพิซซ่า ไปตั้งแต่11.50 ของวันที่ 12.4.2560 รับออเดอร์เรียบร้อยแจ้งว่า30 นาทีจะเข้ามาส่งเราก้อรอจนเวลา 12.50 มีเจ้าหน้าที่ติดต่อมาว่ากำลังจะเข้ามาส่งจากเซนทรัลชิดลมมาส่งตรงราชดำริ ไม่น่าเกิน 15 นาที แต่เราทิ้งระยะให้เราโทรตามอีกครั้งที่เบอร์เดิมที่โทรเข้ามาว่าจะเข้ามาส่งพิซซ่าเวลา 13.20 นาที มีเจ้าหน้าที่รับสายและแจ้งว่าไม่มีออเดอร์ของเรา คือเรางงมากเมื่อครึ่ง ชม ที่แล้ว แจ้งว่ากำลังเข้ามาส่งโทรไปอีกทีบอกไม่มีออเดอร์ และคือรอมา 1.30 ชม คือพวกคุณทำอะไรกันอยุ่ เราโทรตามที่call center ที่เบอร์1112 แต่ไม่ได้รับช่วยเหลือใดๆทั้งสิ้น เราโทรไปที่สาขาเซลทรัลชิดลมอีกครั้งเพื่อติดตามก้อยังแจ้งว่าไม่มีออเดอร์ของเรา จนเราแจ้งยกเลิกทางคุณแจ้งมาว่า ค่ะ.ครับ แค่นี้คือจบใช่มั๊ย ความรู้สึกลูกค้าที่ทนรอกินซิซซ่าคุณสิ่งที่จะได้กลับมาคือเอ่ออ ยกเลิกก้อยกเลิกไปแบบนี้หรอ ปกติเราสั่งพิซซ่าคุณบ่อยมาก แต่นี่จะเป็นครั้งสุดท้ายที่จะลืมแบรนด์คุณไปตลอดชีวิตและบอกชั่วลูกชั่วหลานอย่าไปโทรสั่งอย่าไปเข้าร้านคุณอีกเพราะคุณบริการและระบบแย่สุดๆๆ  ปล. พอเรายกเลิกเรียบร้อยไปหาข้าวกิน  มีเจ้าหน้าที่มาส่งพิซซ่าและแจ้งว่าทาง ผู้จัดการบอกให้มาส่งพิซซ่าให้กินฟรี ขอโทษนะคะ เอากลับไปเถอะค่ะ อยากได้บริการที่ดีที่ใส่ใจลูกค้า ลูกค้ามาอันดับ1 ไม่ได้อยากกินของฟรี #เลิกกินพิซซ่าคอมปะนีตลอดชีวิต#โคตรเสียความรู้สึก"
0,ไปปรับปรุงเว็บใหม่นะ pizza hut ยังสั่งง่ายกว่า
0,นที่ 11 เมษา 19.22 มาทานเดอะพิซซ่าคอมปะนี สาขาโลตัสพระราม 1 สั่งพาสต้าแฮมเห็ดมาทาน พนง.นำมาเสริฟ สภาพแย่มาก เหลวเป็นน้ำ ไม่ข้น ไม่มีความน่ารับประทาน เส้นแข็งเหมือนลวกไม่สุก ราคาเท่าเดิมแต่คุณภาพแย่มาก ปรับปรุงด่วน
0,ทื่อวายไปซื้อพิซซ่าสาขาย่อยใกล้ตลาดอุ้ยทา(เส้นทางเชียงใหม่-สันกำแพง)ป้ายหน้าร้านติดซื้อ 1 แถม1พอสั่งบอกไม่มีโปร หมดโปรแล้ว..ติดทำเพื่อ....อะไร..สั่งสปาเกตตี้ผัดขี้เมาทะเล สิ่งที่ได้ ไม่เหมือนในรูปเลยที่แนะนำเล๊ย..ได้กล่องแพ็คเล็กๆๆมามี เศษกุ้ง เศษปลาหมึก ....ไม่สมราคาเลย..139บาท พอเลยประทับใจไม่ลืมเลยหละ
0,สมัครบัตรสมาชิก แล้วพนักงานเขียน EXp 3-7-2017 คือเป็นใครต้องเข้าใจว่าหมดเดือน 7รึป่ะ สั่งออนไลน์แล้วไปรับเองที่หน้าร้าน พนักงานบอกบัตรหมดอายุซะงั้น ทำไมไม่บอกตั้งแต่ตอนสั่งค่ะว่าบัตรหมดอายุแล้ว จะได้ไม่ต้องเสียเงินค่าโทรศัพท์ เสียค่าน้ำมันวิ่งไปเอา แล้วได้คำตอบว่าต้องสมัครบัตรใหม่ เซ็งๆๆ แจ้ง สคบ ดีม้ะ
0,วันนี้ได้โทรสั่งออเดอร์ไป แจ้งที่อยู่กับพนักงานไป พนักงานดูงงๆ พอถึงเวลาต้องส่ง พนักงานจัดส่งโทร สรุปว่าไปผิดหมู่บ้าน โทรกลับไป call center ปรากฏว่าที่อยู่ผิดหมด ทั้งหมู่บ้าน ถนน และตำบล แบบนี้ไม่โอเคเลยค่ะ พนักงานไม่รอบคอบ
0,พี่ค่ะมาติดต่อแล้ว ทางแหลมทองระยองรับเรื่องแต่ที่มาใช้สิทมันสาขาบางแสนนะค่ะ แล้วทำไมสาขาระยองถึงติดต่อกับมาทั้งที่ใบเสร็จมันก็บอกว่าสาขาบางแสนแล้วตั้ง2อาทิตย์ไม่ติดต่อกลับมาต้องมาติดต่อขอรับเอง นี่มันเป็นการบริการกันยังไงค่ะ แล้วจะมีโปรโมชั่นใันเกิดมาเพื่ออะไร?
0,"พอดีวันนี้ช่วงเย็นไปซื้อะิซซ่าที่สาขาบิ๊กซีลำปางทั้งๆที่ดูเมนูอยู่หน้าร้านพนักงานก็เห็นแต่ไม่เห็นมีออกมาต้อนรับ พอเข้าไปในร้าน นึกว่าพนักงานจะเดินเข้ามาหาก็ไม่เห็นมีต้องให้เรียกถึงจะมารับออเด้อ ทั้งๆที่พนักงานก็มีเยอะ แถมลูกค้าก้มีไม่กี่โต๊ะ!! อยากให้ปรับปรุงการต้อนรับบ้างน่ะค่ะ พอดีว่ามาซื้อกินไม่ได้มาขอกินค่ะ"
0,เนื่องจากทำการสั่งพิซซ่า ผ่านเบอร์ 1112 ทางผู้รับสายเชคปลายทางการจัดส่งเรียบร้อย รับออเดอร์เรียบร้อย สักพักทางสาขาย่อยโทรมา ไม่สามารถส่งให้ถึงบ้านได้ เนื่องจากนอกพื้นที่ ทั้งๆที่บ้านผม อยู่ห่างจากจุดที่ทางpizza company จะจัดส่งให้ไม่ถึง 1 กม. ...... 1. ถ้าคุณแจ้งแต่แรกผมก็จะได้ไม่ต้องสั่ง 2. Delivery service คุณทำได้แค่นี้หรอ 3. การที่ลูกค้าโทรสั่งทานที่บ้านนั่นคือ เค้าไม่สะดวกออกไปข้างนอก แต่ทางบริษัทคุณให้ไปรับกลางทาง 4. ค่าจัดส่งก็มีค่าใช้จ่ายแต่ส่งไม่ถึง คุณจะเก็บค่าจัดส่งทำไมครับ 5. ถ้าบริการได้แค่นี้ยกเลิกระบบdelivery เถอะคับ
0,สั่งแบบdelivery แต่ก่อนระบบผูกไว้กับสาขาประชาชื่น ซึ่งเป็นสาขาที่ดีมาก พิซซ่าอร่อย หน้าแน่น ไม่หลุด ส่งไว บริการดี แต่พอมีสาขาซูพรีมเพิ่มขึ้นมาในพื้นที่ ระบบเลยปัดไปผูกกับสาขานั้นแทน ซึ่งมันไม่โอเคเลย เจอพิซซ่าหน้าหลุดตอนกัดทุกครั้ง ส่งก็ช้าเลทไป20นาที โดยที่ไม่โทรแจ้งล่วงหน้า เข้าใจว่าโปร1แถม1วันสุดท้าย คนสั่งจะเยอะ แต่ก็ควรแจ้งว่าอาจจะส่งล่าช้า เรารอได้ แต่ก็เงียบหาย ไม่เหมือนกับสาขาประชาชื่น ช้ายังไงก็โทรบอกตลอด คิวเยอะทำไม่ทันก็โทรมาขอแคนเซิ่ล ซึ่งเรารับได้ แต่หายค๋อมแบบไม่ใส่ใจ แล้วจะให้ลูกค้าโทรเร่งไปที่call center มันไม่ใช่เรื่อง สาขาซูพรีมมันไม่โอ
0,โทรสั่งพิซซ่าถาดกลางไปที่สาขาหน้ามอแม่โจ้ วันนี้ลูกค้าอาจจะเยอะ เราเข้าใจ คอลเซนเตอร์บอก 30 นาทีเราก็รอๆๆ จน 1 ทุ่ม ร้านโทรมาบอกว่า รออีก 1 ชม นะคะร้านจะจัดส่งให้ ไม่มีคำขอโทษใดๆจากร้าน ด้วยความที่น้องเราอยากกิน และเราก็รอไปแล้ว 1 ชั่วโมง รออีกชั่วโมงก็ได้ เราก็เลยบอกร้านไปว่า โอเคเราจะรอต่อนะคะ จนกระทั่ง 2 ทุ่ม ไม่มีสัญญาณใดใดจากร้านเลย จนเราทนไม่ไหวละ โทรกลับไปเบอร์ที่ร้านโทรมา ร้านบอกเรากับเราว่า ลูกค้าเยอะ รอต่ออีก 1 ชั่วโมงได้ไหม ถ้าไม่เอาก็ยกเลิกออเดอร์ไปเลย ไม่มีแม้แต้คำขอโทษจากร้านเลย เราผิดที่เราบอกว่าเราจะรอต่ออีก 1 ชั่วโมง แต่ร้านควรจะบอกเราตั้งแต่ทีแรกมั้ย ว่าจัดส่งให้ไม่ได้ เสียความรู้สึกมาก เพราะสาขานี้เราซื้อบ่อย ทั้งซื้อจากร้านและโทรสั่ง
0,"เมื่อสักครู่นี้เข้าไปซื้อหน้าร้าน บอกไม่รับออเดอร์หน้าร้านแล้ว ออเดอร์เยอะ ไม่เคยเจอที่ไหนปฏิเสธลูกค้าแบบนี้เลยค่ะ - -"" สาขาแถวพระราม 4"
0,โทรสั่งก็ไม่ได้ สั่งออนไลน์ก็ไม่ได้ สั่งในแอปก็ไม่ได้ สั่งเป็นชั่วโมงยังสั่งซื้อไม่ได้ หิวก็หิว โมโหหิวสัสสๆ โอเค สั่งไม่ได้ ก็ไม่แดกก ไอเหี้ยยยยยย จะสองชั่วโมงสั่งหีแตดอะไรไม่ได้เลย ไม่แดกแล้วไอเหี้ยยยยยยยยยยยยยยยยย
0,สั่งพิซซ่า ไปตอน 11.30 กว่าจะได้กิน บ่ายสามโมง คอลเซ็นเตอร์ไม่มีการประสานงานใดๆทั้งสิ้น ไม่ได้รับการติดต่อกลับจากสาขาแต่อย่างใด สาขา ยูไนเต็ด เซ็นเตอร์ บอกว่าทำบิลหาย หาไม่เจอ ก็เลยไม่คิดจะติดต่อใคร ถ้าลูกค้าไม่ถาม ก็คงไม่ได้กิน ปรับปรุงด่วนนะคะ แย่ คราวหลังถ้าไม่พร้อมจะำโปรโมชั่น ก้อย่าทำเลยนะคะ เสียลูกค้า
0,"ดีบ้าง ไม่ดีบ่อยกว่า ชอบส่งช้า = ="" กำหนดส่งเวลาหนึ่ง เลยเวลากำหนดเป็นชั่วโมง .... ไม่เวิร์ค"
0,สั่งอาหารผ่านทางแอพพิเคชั่น เวลา 19.00 น. วันที่ 27.03.2017 ชำระเงินผ่านบัตรเดบิต เรียบร้อย แต่บัตรเดบิตเราไม่ผ่าน แต่พนักงานไม่สามารถโทมาแจ้งได้ แต่พอเราได้ตรวจสอบในแอพพิเคชั่น ได้ระบุว่า เรากำลังส่งอาหารให้คุณ ผมรอมาประมาน 45นาที แต่พนักงานไม่สามารถโทกลับมาแจ้งลูกค้าได้ ทุเรสมาก
0,เดี๋ยวนี้สั่งซื้อเดลิฯ ต้องรอถึงขนาด 1 ชั่วโมงกว่าเลยหรอคะ ??
0,สาขาเซ็นทรัลพลาซ่าอุบลฯ ที่โต๊ะไม่มีซอส ขอซอสพนักงานเรียกมาไม่มีใครสนใจซักคน จนต้องเดินไปเรียก พอเดินมาถึงโต๊ะก็วางขวดซอสกระแทกใส่โต๊ะแล้วสะบัดหน้าเดินออกไปอย่างรวดเร็ว =___= ประทับใจจริงๆค่ะ แหม่.
