class,message
0,วันนี้ได้โทรสั่งออเดอร์ไป แจ้งที่อยู่กับพนักงานไป พนักงานดูงงๆ พอถึงเวลาต้องส่ง พนักงานจัดส่งโทร สรุปว่าไปผิดหมู่บ้าน โทรกลับไป call center ปรากฏว่าที่อยู่ผิดหมด ทั้งหมู่บ้าน ถนน และตำบล แบบนี้ไม่โอเคเลยค่ะ พนักงานไม่รอบคอบ
0,พี่ค่ะมาติดต่อแล้ว ทางแหลมทองระยองรับเรื่องแต่ที่มาใช้สิทมันสาขาบางแสนนะค่ะ แล้วทำไมสาขาระยองถึงติดต่อกับมาทั้งที่ใบเสร็จมันก็บอกว่าสาขาบางแสนแล้วตั้ง2อาทิตย์ไม่ติดต่อกลับมาต้องมาติดต่อขอรับเอง นี่มันเป็นการบริการกันยังไงค่ะ แล้วจะมีโปรโมชั่นใันเกิดมาเพื่ออะไร?
0,"พอดีวันนี้ช่วงเย็นไปซื้อะิซซ่าที่สาขาบิ๊กซีลำปางทั้งๆที่ดูเมนูอยู่หน้าร้านพนักงานก็เห็นแต่ไม่เห็นมีออกมาต้อนรับ พอเข้าไปในร้าน นึกว่าพนักงานจะเดินเข้ามาหาก็ไม่เห็นมีต้องให้เรียกถึงจะมารับออเด้อ ทั้งๆที่พนักงานก็มีเยอะ แถมลูกค้าก้มีไม่กี่โต๊ะ!! อยากให้ปรับปรุงการต้อนรับบ้างน่ะค่ะ พอดีว่ามาซื้อกินไม่ได้มาขอกินค่ะ"
0,เนื่องจากทำการสั่งพิซซ่า ผ่านเบอร์ 1112 ทางผู้รับสายเชคปลายทางการจัดส่งเรียบร้อย รับออเดอร์เรียบร้อย สักพักทางสาขาย่อยโทรมา ไม่สามารถส่งให้ถึงบ้านได้ เนื่องจากนอกพื้นที่ ทั้งๆที่บ้านผม อยู่ห่างจากจุดที่ทางpizza company จะจัดส่งให้ไม่ถึง 1 กม. ...... 1. ถ้าคุณแจ้งแต่แรกผมก็จะได้ไม่ต้องสั่ง 2. Delivery service คุณทำได้แค่นี้หรอ 3. การที่ลูกค้าโทรสั่งทานที่บ้านนั่นคือ เค้าไม่สะดวกออกไปข้างนอก แต่ทางบริษัทคุณให้ไปรับกลางทาง 4. ค่าจัดส่งก็มีค่าใช้จ่ายแต่ส่งไม่ถึง คุณจะเก็บค่าจัดส่งทำไมครับ 5. ถ้าบริการได้แค่นี้ยกเลิกระบบdelivery เถอะคับ
0,สั่งแบบdelivery แต่ก่อนระบบผูกไว้กับสาขาประชาชื่น ซึ่งเป็นสาขาที่ดีมาก พิซซ่าอร่อย หน้าแน่น ไม่หลุด ส่งไว บริการดี แต่พอมีสาขาซูพรีมเพิ่มขึ้นมาในพื้นที่ ระบบเลยปัดไปผูกกับสาขานั้นแทน ซึ่งมันไม่โอเคเลย เจอพิซซ่าหน้าหลุดตอนกัดทุกครั้ง ส่งก็ช้าเลทไป20นาที โดยที่ไม่โทรแจ้งล่วงหน้า เข้าใจว่าโปร1แถม1วันสุดท้าย คนสั่งจะเยอะ แต่ก็ควรแจ้งว่าอาจจะส่งล่าช้า เรารอได้ แต่ก็เงียบหาย ไม่เหมือนกับสาขาประชาชื่น ช้ายังไงก็โทรบอกตลอด คิวเยอะทำไม่ทันก็โทรมาขอแคนเซิ่ล ซึ่งเรารับได้ แต่หายค๋อมแบบไม่ใส่ใจ แล้วจะให้ลูกค้าโทรเร่งไปที่call center มันไม่ใช่เรื่อง สาขาซูพรีมมันไม่โอ
0,โทรสั่งพิซซ่าถาดกลางไปที่สาขาหน้ามอแม่โจ้ วันนี้ลูกค้าอาจจะเยอะ เราเข้าใจ คอลเซนเตอร์บอก 30 นาทีเราก็รอๆๆ จน 1 ทุ่ม ร้านโทรมาบอกว่า รออีก 1 ชม นะคะร้านจะจัดส่งให้ ไม่มีคำขอโทษใดๆจากร้าน ด้วยความที่น้องเราอยากกิน และเราก็รอไปแล้ว 1 ชั่วโมง รออีกชั่วโมงก็ได้ เราก็เลยบอกร้านไปว่า โอเคเราจะรอต่อนะคะ จนกระทั่ง 2 ทุ่ม ไม่มีสัญญาณใดใดจากร้านเลย จนเราทนไม่ไหวละ โทรกลับไปเบอร์ที่ร้านโทรมา ร้านบอกเรากับเราว่า ลูกค้าเยอะ รอต่ออีก 1 ชั่วโมงได้ไหม ถ้าไม่เอาก็ยกเลิกออเดอร์ไปเลย ไม่มีแม้แต้คำขอโทษจากร้านเลย เราผิดที่เราบอกว่าเราจะรอต่ออีก 1 ชั่วโมง แต่ร้านควรจะบอกเราตั้งแต่ทีแรกมั้ย ว่าจัดส่งให้ไม่ได้ เสียความรู้สึกมาก เพราะสาขานี้เราซื้อบ่อย ทั้งซื้อจากร้านและโทรสั่ง
0,"เมื่อสักครู่นี้เข้าไปซื้อหน้าร้าน บอกไม่รับออเดอร์หน้าร้านแล้ว ออเดอร์เยอะ ไม่เคยเจอที่ไหนปฏิเสธลูกค้าแบบนี้เลยค่ะ - -"" สาขาแถวพระราม 4"
0,โทรสั่งก็ไม่ได้ สั่งออนไลน์ก็ไม่ได้ สั่งในแอปก็ไม่ได้ สั่งเป็นชั่วโมงยังสั่งซื้อไม่ได้ หิวก็หิว โมโหหิวสัสสๆ โอเค สั่งไม่ได้ ก็ไม่แดกก ไอเหี้ยยยยยย จะสองชั่วโมงสั่งหีแตดอะไรไม่ได้เลย ไม่แดกแล้วไอเหี้ยยยยยยยยยยยยยยยยย
0,สั่งพิซซ่า ไปตอน 11.30 กว่าจะได้กิน บ่ายสามโมง คอลเซ็นเตอร์ไม่มีการประสานงานใดๆทั้งสิ้น ไม่ได้รับการติดต่อกลับจากสาขาแต่อย่างใด สาขา ยูไนเต็ด เซ็นเตอร์ บอกว่าทำบิลหาย หาไม่เจอ ก็เลยไม่คิดจะติดต่อใคร ถ้าลูกค้าไม่ถาม ก็คงไม่ได้กิน ปรับปรุงด่วนนะคะ แย่ คราวหลังถ้าไม่พร้อมจะำโปรโมชั่น ก้อย่าทำเลยนะคะ เสียลูกค้า
0,"ดีบ้าง ไม่ดีบ่อยกว่า ชอบส่งช้า = ="" กำหนดส่งเวลาหนึ่ง เลยเวลากำหนดเป็นชั่วโมง .... ไม่เวิร์ค"
0,สั่งอาหารผ่านทางแอพพิเคชั่น เวลา 19.00 น. วันที่ 27.03.2017 ชำระเงินผ่านบัตรเดบิต เรียบร้อย แต่บัตรเดบิตเราไม่ผ่าน แต่พนักงานไม่สามารถโทมาแจ้งได้ แต่พอเราได้ตรวจสอบในแอพพิเคชั่น ได้ระบุว่า เรากำลังส่งอาหารให้คุณ ผมรอมาประมาน 45นาที แต่พนักงานไม่สามารถโทกลับมาแจ้งลูกค้าได้ ทุเรสมาก
0,เดี๋ยวนี้สั่งซื้อเดลิฯ ต้องรอถึงขนาด 1 ชั่วโมงกว่าเลยหรอคะ ??
0,สาขาเซ็นทรัลพลาซ่าอุบลฯ ที่โต๊ะไม่มีซอส ขอซอสพนักงานเรียกมาไม่มีใครสนใจซักคน จนต้องเดินไปเรียก พอเดินมาถึงโต๊ะก็วางขวดซอสกระแทกใส่โต๊ะแล้วสะบัดหน้าเดินออกไปอย่างรวดเร็ว =___= ประทับใจจริงๆค่ะ แหม่.
0,"ไปใช้สิทธิ์วันเกิดที่สาขาโลตัส ภูเก็ตมาวันนี้ (26.3.60) ไม่ประทับใจเลยค่ะก่อนหน้านี้ก็เคยไปใช้สิทธิ์วันเกิดเมื่อ มค ที่ผ่านมา(วันเกิดพี่ชาย) ไม่ต้องลงทะเบียนผ่านเวปไซด์แต่ตอนนี้ต้องลงทะเบียนก่อนใช้สิทธิ์ (ตรงนี้ไม่ใช่ประเด็น)ประเด็นคือ คุณเปลี่ยนระบบใหม่แต่มันไม่เสถียร แล้วก็นำมาให้ลูกค้าใช้ ดิฉันก็กรอกข้อมูล ชื่อ-สกุล วันเดือนปีเกิด และสาขาที่มาใช้สิทธิ์เรียบร้อย ระบบขึ้น QR Code ก็นำไปแจ้งที่เคาน์เตอร์พร้อมบัตร ปชช ...ปรากฏว่าไม่สามารถยิงโค้ดเข้าระบบได้ พนง. แจ้งว่างั้นจะลดให้ตอนคิดเงิน ดิฉันก็โอเคกลับมานั่งที่...อาหารก็ทยอยมา กำลังรับประทานไปได้ซักพัก พนง.เดินมาสอบถามถึง QR Code เพื่อจะนำไปเข้าระบบอีกครั้ง ดิฉันก็เปิดโทรศัพท์ใหม่ และสอบถามว่าต้องเข้าไปดูตรงไหน หน้าจอตะกี้มันหายไปแล้ว พนง.แจ้งว่าต้องเข้าใหม่ และกรอกข้อมูลใหม่หมด ดิฉันก็บ่นไปว่าเมื่อสักครู่บอกว่าจะลดให้ตอนคิดเงินนิคะ พร้อมกรอกข้อมูลให้ใหม่ แต่คราวนี้ไม่สามารถกรอกปีเกิดได้ (ระบบมีถึงแค่ 2545) จึงเดินไปสอบถามที่เคาน์เตอร์ พนง.ก็แจ้งว่างั้นไม่เป็นไร เดี๋ยวจะลดให้เองตอนคิดเงิน ....เอิ่มมม!!!! คืออะไรคะ???ตอนใช้สิทธิ์ มค พนง.เดินเอาของที่ระลึก(กระเป๋า) มาให้ถึงโต๊ะ ...คราวนี้ไม่มี พนง.นำมาให้เลยค่ะ คิดในใจว่าเดี๋ยวค่อยสอบถามตอนคิดเงิน ...ทานเสร็จกำลังจะไปคิดเงิน พนง.นำใบเสร็จฉบับใหม่ที่ลดพิซซ่าถาดเล็ก (สิทธิ์วันเกิด) มาเปลี่ยนให้ ดิฉันก็นำใบเสร็จฉบับใหม่ไปคิดเงิน พร้อมสอบถามกระเป๋า พนง.แจ้งว่าของอาจจะหมด ให้มารับวันหลังหรือจะนำส่งให้ที่บ้าน ขณะเดียวกันก็ให้ พนง.อีกคนไปดูกระเป๋า ปรากฏว่ายังมีกระเป๋าเหลืออยู่ก็นำมายื่นให้ดิฉัน ....มันก็น่าจะจบตรงนั้นค่ะแต่พอกลับถึงบ้าน เปิดดูกระเป๋า ซึ่งเป็นของที่ระลึกจาก the pizza company ถึงกับอึ้งค่ะ ...คุณเอากระเป๋าแบบนี้มาให้ลูกค้าได้ยังไง นี่คือจุดที่ตัดสินใจโพสต์เรื่องราวที่เกิดขึ้นดิฉันเป็นลูกค้าของคุณมานานมาก และไปใช้บริการที่สาขานี้บ่อยมาก แต่สิ่งที่ได้รับในวันนี้ทำให้รู้สึกผิดหวังกับบริการของคุณมากค่ะ"
0,ผิดหวังกับพิซซ่ามากไปทานวันนี้ห่อฟิชฟิงเกอร์กับชิคเก้นสติกกลับบ้าน บอกพนังงานย้ำสองรอบว่าขอซอสทาท่าร์ซอสกลับบ้าน สุดท้ายก้อลืมให้มา หงุดหงิดมากคะ เพราะให้ซอสมะเขือเทศมามันไม่เข้ากันเลย อย่าคิดว่าเรื่องนี้เป็นเรื่องเล็กๆนะค่ะ เพราะดิฉันทานพิซซ่าหลายสาขามาก แต่สาขานี้ไปไม่โอเคคะ พิซซ่าคอมสาขาเทสโก้โลตัสถลางค่ะ ภูเก็ต
0,"สั่งไปตอน 18:46 ระบบบอกว่า ออเดอร์จะถึง 19:15 ตอนนี้ 19:55 ละจ้าาาาา ยังไม่โผล่มาเลยโทร.ไปตามรอบนึงละ ไม่เอาได้มั้ย รำคาญ"
0,อย่าสมัครสมาชิกเลยครับ ถ้าไม่อยากเสียค่าโง่แบบผม
0,อีกครั้งที่ลืมซอสให้ โปรหนึ่งแถมหนึ่งแล้วลืมซอส คืออะไรครับ เด็กๆรอรอทานผิดหวังเดือดร้อนต้องออกไปหาซื้อเอง เป็นครั้งที่สามแล้วที่สั่งออนไลน์แล้วเป็นแบบนี้ ไม่ต้องปรับปรุงแล้วครับ ปิดไปเถอะ
0,สาขาโลตัสอุตรดิตถ์ หนักงานเเย่มาก ชักสีหน้าใส่ลูกค้า เรียกเพื่อนพนักงานด้วยกันหันมามองด้วย ช่วยปรับปรุงด้านบริการด้วยคะ ถึงลูกค้าจะไม่ใช่พระเจ้าเเต่คุณรักที่จะบริการเเล้วก็ควรทำมันให้ดี ไม่ใช่มามองชักสีหน้าแบบนี้ เเย่ๆ
0,"หิวมากเลย สั่งไปจะสองชั่วโมงแล้วยังไม่ได้กินข้ออ้างคือระบบผิดพลาดๆ จะรับมั้ยๆ ไม่มีขอโทษลูกค้าซักคำ"
0,สาขาสนามเป้า สั่งพิซซ่า 1 ถาด หน้ามาแค่ครึ่งถาด คือไรคะ
0,สั่งพิซซ่าตั้งแต่ 17.49 มาส่ง 18.52 โทรไปสอบถามบอกคนส่งออกมาส่งแล้วมีส่งหลายเจ้า จากการสอบถามคนส่งบอกมีผมส่งคนเดียว ควรปรังปรุงบริการนะค่ะ การวางแผนในระบบ บุคลากรพอหรือไม่พอ น่าจะมีการวางแผนที่ดีกว่านี้
0,สั่งออเดอร์ออนไลน์ 12.07 น. แต่พิซซ่ามาส่ง 14.10 น. เข้าใจว่าวันนี้ฝนตกแต่นั่นมันคือเหตุผลที่คนสั่งอาหาร delivery มั้ยครับ? รออยู่ครบชั่วโมงพยายามจะโทรบอกแคนเซิลทั้งคอลล์เซนเตอร์และสาขาสุทธิสารไม่มีคนรับสายทั้งสิ้น พนักงานมาส่งบอกผมเป็นเด็กใหม่ ไม่รู้เรื่องใดๆทั้งสิ้น ห่วย ไม่มีความรับผิดชอบกับลูกค้า
0,"สั่งไปรอเกินเวลาส่งมาจะ ชม ละยังไม่ได้ โทรไปถามก็บอกออกมาแล้ว หลังจากโทรถามรออีกครึ่ง ชม ก็ยังไม่มาจะจัดโปรเตรียมคนส่งคนทำให้พร้อมก่อนดีไหมครับ"
0,เจอเส้นผมในพิซซ่าค่ะ ถึงจะเป็นโปร 1 แถม 1 ก็ควรรักษาคุณภาพด้วยนะคะ
0,รสชาติห่วย 
0,ไร้คุณภาพ สมัคร account แล้วสั่งทางออนไลน์ปกติ เมื่อก่อนมาส่งได้ วันนี้บอกว่าไม่จัดส่ง แต่บนเว็ป พื้นที่ก็อยู่ในเขตบริการ 
0,ลงทะเบียนเพื่อจะ สั่ง ออนไลน์ ป่านนี้ยังไม่ยืนยัน ตอบกลับจะได้กินมั้ย ชาตินี้ หรือสั่งวันนี้ได้กินชาติหน้า การตลาดห่วยฝ่ายขายห่วยมากๆแก้ไขด่วนๆๆ
0,วันนี้สั่งตอน 18.19 น มาส่งตอน 19.16 น จะครบชั่วโมงแล้ว ไหนบอกว่าการันตรีส่งภายใน 30 นาที มาส่งช้าแล้วเก็บเงินด้วย แถมพิซซ่าก็เย็นชืดมาก ขอซอสพริกก็ไม่ได้ซักซอง
0,"บริการแย่มากๆๆๆๆๆๆๆๆคะ 3 ครั้ง กลับการบริการที่ห่วยแตกเสริฟอาหารให้ลูกค้าด้วยการโยนใส่ แจ้งพนักงาน ที่เป็นหัวหน้าเด็กเสริฟแล้วแต่ไม่มีการมาขอโทษนะคะ กลับให้เด็กเดินไปหลบหลังอีกด้านนึงของร้าน คืออะไรงง#ซิสเลอร์ สาขาเมกา บางนาพนักงานคนเดียวทำคนอื่นเหม็นทั้งร้าน"
0,"ทำไมตอนนี้ไม่อบชีสให้ลูกค้าแล้วคะ ตั้งใจจะมาทำผักโขมอบชีสอย่างเซ็งเลย"
0,วันนี้ไปทานที่สาขาเซนทรัล ศาลายามา แต่ไม่ได้ขนมปังอ่ะ น่าเสียดาย เราตั้งใจจะไปกินขนมปังเลยนะ ถามพนักงานว่าลืมเสริฟขนมปังไหมคะพนักงานแจ้งกลับมาว่าเครื่องปิ้งขนมปังเสีย...เพิ่งเปิดสาขาใหม่เครื่องปิ้งขนมปังเสียซะแล้ว...เสียใจอดกินขนมปัง
0,ปกติทานสาขาเมกาบางนาบ่อยค่ะ อร่อยค่ะพนักงานสุภาพดี แต่เสียใจที่ซุปกะหล่ำไม่มีแล้ว ไม่เท่าไหร่พอเปลี่ยนกลับมาเป็นซุปหัวหอมก็พอแทนกันได้นิดนึง แต่ตอนนี้ซุปหัวหอมก็ไม่มีแล้ว ชอบสองซุปนี้มากที่สุดเลยค่ะ T-T ชอบกินสลัดใส่ถั่วแดง ตอนนี้ถั่วแดงก็ไม่มีแล้วอีก คิดถึงซุปกะหล่ำจนกำลังจะคิดหาสูตรมาทำเองแล้วค่ะ
0,5 ดาวนี้ให้สำหรับอาหารนะคะ แต่ควรอบรมในด้านการบริการของพนักงานค่ะ (สาขาบางนา)ไม่ควรเลือกปฏิบัติหรือมองว่าลูกค้าแต่งตัวบ้านๆ แล้วไม่ค่อยบริการ
0,วันนี้ไปทานที่สาขาเซนทรัล ศาลายามา แต่ไม่ได้ขนมปังอ่ะ น่าเสียดาย เราตั้งใจจะไปกินขนมปังเลยนะ ถามพนักงานว่าลืมเสริฟขนมปังไหมคะพนักงานแจ้งกลับมาว่าเครื่องปิ้งขนมปังเสีย...เพิ่งเปิดสาขาใหม่เครื่องปิ้งขนมปังเสียซะแล้ว...เสียใจอดกินขนมปัง
0,"สวัสดีค่ะ เมื่อวันพุธไปรับประทานซิสเลอร์เซ็นทรัลลาดพร้าวประมาณ 4โมงเย็นนิดๆ สั่งเซตเย็นวันพุธ 2 ชุด สั่งน้ำเปล่าไป 1 ชุด กลับได้น้ำแร่ พอบอกขอเป็นคริสตัลบอกหมด เลยบอกขอเมนูจะเปลี่ยนน้ำ พนง.เดินไปบอกอีกคนละเดินกลับมาบอกว่ามีค่ะ เดี๋ยวเปลี่ยนให้นะคะ ถึงได้เปลี่ยน ... นี่คือรอบ 2 แล้วนะคะ สาขานี้ รอบแรกก็บอกหมด สุดท้ายก็มี เปลี่ยนให้เรื่องที่ 2 ระหว่างรออาหารก็ตัดสลัดบาร์ทาน สุดท้ายอิ่มแล้วเลยให้ห้อกลับบ้าน บอกขอซอสด้วยนะคะ พนง.กลับใส่ซอสมะเขือเทศมาให้ ทั้งๆที่ในเซตเป็นไก่สไปซี่กับปลาทอดที่มีซอสของมัน ไม่มีซอสไก่กับปลาเลยค่ะ น่าหงุดหงิดมากสาขาเซ็นทรัลลาดพร้าวนี่แย่ลงเยอะนะคะ หวงซอสขนาดนั้นเลยหรอ ปาดจากในถ้วยน้ำจิ้มให้เราก็ได้ ไม่ต้องตักใหม่ถ้าจะกลัวเปลือง"
0,"ทำไมอาหารที่ได้รับ กับรูปในคูปองที่ใช้ไม่ตรงกันค่ะ ถามพนักงานได้รับแจ้งว่า รูปในคูปองเอามาจากในเมนู แต่เป็นเพียงการโฆษณาสินค้าเท่านั้นซ้ายคือคูปองที่ใช้ ขวาคืออาหารที่ได้มีบางอย่างที่หายไป ????"
0,ราคาสูงไปค่ะ สลัดบาร์ น้อยกว่าเดิม ไม่ประทับใจเหมือนเมื่อก่อนค่ะ
0,เมื่อวันอาทิตย์ไปทานสเต็กไก่ที่สาขาfuture park ไก่ไม่สุกนะคะ เนื้อยังดิบอยู่เลย สุกแค่ด้านบน ทานไปได้ครึ่งชิ้นแล้วถึงเห็น ตอนเย็นมีอาการท้องเสียแล้วก็อาเจียน คิดว่าเพราะคนเยอะมากๆเลยรีบทำ ขอให้ที่ร้านช่วยปรับปรุงด้วยนะคะ
0,"ถ้าใช้คูปองลดราคาแล้วปริมาณลดด้วยมั๊ยคะ ปกติไปกินใช้คูปองก็ได้ขนาดปกติมานะ แต่วันนี้ได้ขนาดเล็กลงเยอะเลยอ่า บ้านเราไปกินบ่อยอยู่นะ ได้รับการบริการที่ดีประทับใจมาโดยตลอด มีวันนี้แหละค่ะ ที่รู้สึกว่าไม่เหมือนแต่ก่อนเลย1. ผักเก่า บางส่วนตามรอยหั่นมีสีน้ำตาลขึ้นมาแล้ว2. ปริมาณอาหารลดลง สั่งปลาชุบเกล็ดขนมปังกับเสต็กหมูพริกไทยดำ ได้ขนาดใหญ่กว่าสบู่ก้อนนิดนึง แต่บางกว่าค่ะ 3. พนักงานไม่เข้ามาเติมน้ำ โบกมือนานมากและหลายรอบมาก แทบไม่มาสนใจโซนฝั่งเราเลย มีแต่ไปรับลูกค้าใหม่ บางคนก็ยืนเฉยๆออกันอยู่หน้าร้าน จนพ่อเดินไปตามให้มาเติมน้ำ ทั้งๆที่ลูกค้าไม่ได้เยอะมากขนาดที่จะไม่สามารถมาเติมน้ำได้ ก่อนหน้านี้ที่ไปกินทุกครั้งต่อให้ลูกค้าเยอะโต๊ะเต็มแค่ไหนพนักงานก็ดูแลดีเดินเติมน้ำให้ทุกโต๊ะ แต่วันนี้โต๊ะไม่เต็มนะงงมากว่าวันนี้เกิดอะไรขึ้น ฝากดูด้วยนะคะ"
0,"วันนี้ซื้อซุปเห็ด กลับบ้าน 3 ที่ปรากฏว่าซุปเห็ดมีรสชาติ ออกเปรี้ยวตอนแรกลูกสาวอายุ 7 ขวบ ทาน บอกเราว่าเปรี้ยว เราไม่เชื่อนึกว่าน้องคิดไปเอง (ตอนนั้นอยู่บนบ้าน)เลยไม่ได้ชิมด้วย น้องกินหมดไป ถ้วยแรกถึงเวลาที่ลูกสาว คนเล็กจะทาน เราเลยลองชิมดู ปรากฏว่า ออกเปรี้ยว เหมือนใกล้จะเสีย ลูกสาวคนเล็กบอก ไม่อร่อยเหมือนเดิม ไม่ทาน เลยต้องเททิ้ง เนี่ยยังหวั่นหวั่น ว่าลูกคนโตจะท้องเสียใหม ยังเหลือในตู้เย็น อีก 1 แก้ว  คงต้องเททิ้ง ปกติลูกชอบทานซุปเห็ดซิสเลอร์ ต้องพาไปทานทุกอาทิตย์ ที่สาขาสีลมเกิดอะไรขึ้นคะ เราตักออกจากหม้อซุปเอง จากร้านมาบ้านไม่ถึง 15 นาที และวางไว้ไม้ถึง ด้านนอกไม่เกิน 40 นาทีเพื่อให้หายร้อน เด็กจะได้ทานง่าย(ขอนอกเรื่อง วันนี้ผักสดที่ซิสเลอร์ ดำ และช้ำมาก ไม่น่าทานเลย)สงสัยคง งดอีกนาน"
0,"จริงๆอยากให้ 5 ดาว แต่ติดตรงเรื่องขนมที่ชื่อ Creme Brule นี่คืออะไรครับ มาหลายครั้งไม่ได้เคยได้ทานซักครั้ง ถามพนักงานก็บอกว่าต้องรอแข็งตัว ถ้วยจำกัดบ้างละ ทำไมถึงไม่มีระบบ Operation Management มาจัดการครับ คือผิดหวังหลายรอบมากอะครับ เซงสุดๆ พวกขนมที่เป็นมูสทำมาทำไมเยอะๆครับ เหลือเกลื่อนตลอด ของที่ลูกค้าอยากทานช่วยทำให้เพียงพอด้วยครับ ไม่ใช่ทำแต่ของที่ลูกค้าไม่ต้องการ..สาขาwestgate ไม่รู้สาขาอื่นเป็นไหม"
