class,text
0,วันนี้เข้าไปซื้อเบอร์เกอร์คิง สาขาปั๊มน้ำมันตรงถนนแจ้งวัฒนะ สั่งสินค้าไปหลายอย่าง จนพนักงานนำสินค้ามาให้ แต่ลืมเช็คสินค้า พอกลับถึงบ้าน ก็พบว่าไม่ได้รับเฟรนฟราย์ ความจริงก็คิดว่าเป็นความผิดเราเองนะที่ไม่เช็คของก่อน เพราะก็เคยมีประสบการณ์จากสาขาอื่นมาแล้วเหมือนกัน ที่ให้ของไม่ครบ แต่ก็ไม่คิดว่าจะเจออีกครั้ง เสียความรู้สึกจริงๆ ค่ะ น่าจะให้พนักงานตรวจสินค้าให้ลูกค้าให้ครบก่อนที่จะส่งให้ลูกค้าได้มั้ยคะ เพราะบางทีลูกค้าก็ไว้ใจ และบางทีก็รีบ เลยไม่ได้คิดจะตรวจดูอีกที เจอมาสองครั้งแล้วกับเบอร์เกอร์คิงค่ะ
0,วันนี้โทรไปสั่งดิลิเวอร์รี่ตั้งแต่ 1 ทุ่ม 45 นาที จนป่านนี้เวลา สามทุ่ม 12 นาที ยังไม่ได้รับสินค้า โทรไปตาม 4 รอบ บอกว่าจะตามให้แล้วโทรกลับ ตอนนี้ยังไม่โทรมาเลยค่ะ
0,สนใจลูกค้าบ้าง แล้วก็ช่วยพิจารณาด้วยว่าลูกค้าท่านไหนมาก่อนมาหลัง ไม่ใช่อยากถามใครก็ถาม คนมาก่อนยืนรอไปเถอะไม่สนใจ คนมาหลังสั่งเอาสั่งเอา มารยาทไม่มี พนักงานก็ไม่สนใจ ...แย่ @esso wangnoit
0,สนามบินนานาชาติภูเก็ต สกปรกมาก แมลงวันหลายสิบตัวบินยังกับร้านอาหารริมถนน ต้อนรับนักท่องเที่ยววันละหลายพันคน น่าขายหน้า!!!
0,สั่ง Double Mushroom Swiss XL กลับมาถึงบ้านกลายเป็น Double Cheese Burger ไม่โอเคเลย สาขาอเวนิวแจ้งวัฒนะ
0,สั่งchicken strip กลับบ้านเปิดกล่องมาไก่ดำมากมีผงดำรอบแป้งไม่รู้ว่าน้ำมันหรือทอดนานควรดูก่อนให้ลูกค้าทำมาตรฐานเสีย
0,สั่งของแล้วไม่มาส่ง ยกเลิก order ไม่บอกลูกค้า ต้องโทรตามเอง ไม่รับผิดชอบเลยนะคะ พอโทรไปถามบอกว่า พนักงานไม่รู้ทาง พื้นที่ที่ส่งนอกเขตพื้นที่ให้บริการ แล้วทำไมไม่บอกตั้งแต่โทรไปสั่งคะ และบอกว่าส่งทั่วกรุงเทพฯ พระราม 9 นี่ไกลมากเลยนะคะ แย่มากๆคะ
0,สั่งชุด extra long chicken + fish'n crisp burger1ชิ้น พนง มาส่ง พอเปิดดูไม่มีโค้กแคน มาให้ พนง กลับไปแล้ว เลยโทรบอก1112 พนง บอกจะให้สาขาที่ส่งติดต่อกลับ สรุปหายเงียบไปเลย
0,สั่งพายบลูเบอร์รี่กลับบ้านได้พายเผือกแทน
0,"สั่งพายเผือกข้าวเหนียวดำ .... ได้พายไก่... ประเด็นคือ... ข้าพเจ้าทานมังสวิรัติ"
1,"ชอบมากอยากให้มีที่ปราจีนบุรีด้วย"
1,burger อร่อย บรรยากาศร้านดีมีเสียงดนตรี
1,crunchy bbq bacon whopper อร่อยมากๆๆๆ
1,Hloha ชอบมากๆ อร่อย ทุกอย่าง
1,กิน บ่อยค่ะ Burger King หลายสาขาค่ะ แถวสยาม ทองหล่อ แอร์พอร์ตสุวรรณภูมิ คือกินมาหลายที่ แต่ว่า #Burger #King #สาขา #เอ็มโพเรี่ยม #บริการได้ประทับใจมากๆค่ะ คือ ปลื้ม ค่ะ บริการดี พูดดี ยิ้มแย้ม น่ารักทุกคน และใส่ใจลูกค้าค่ะ ไปสี่ครั้งก็ประทับใจทุกครั้ง ค่ะ ขอให้เป็นแบบนี้ตลอดค่ะ นะค่ะ รัก Burger King สาขา Emporium ค่ะ
1,กินประจำเลยค่ะเนื้ออร่อย ฟุดๆ
1,ของชอบมากครับ อร่อยมากครับ ราคาก็ไม่แพงครับ.
1,ของน่ากินคะ่ไม้แพงด้วย
1,"ขอบคุณมากเลยพนักงานใจดีสาขา เดอมอล์บางกะปิ. พี่ทำของร่วงจัดมาให้ไหม่"
1,คุ้มค่าคุ้มราคา รับฟังพรัอมเเก้ปันหา ดีต่อใจที่สุด ทำไมจาไม่รักหละ 
1,เคยกินทีหัวหิน หร่อยไปเลย แต่สาขาน้อยไป ฮ่าๆ
1,งํ่าๆ อร่อยครับ ชิ้นเดียวอิ่ม ชัวร์ มาสคอตน่ารักด้วย ตุ้กตาก็น่ารัก
1,เจ๋งครับ
1,ฉันชอบ
1,ชอบ อร่อย ชิ้นหญ่ม๊ากกกก
1,"ชอบburger king มากๆอยู่แล้ว แต่ล่าสุดชามะนาวหวานมากกกกกกกกกกกกกกก ไม่น่าจะหวานได้ขนาดนี้ เหมือนน้ำเชื่อมเข้มข้นเลยค่ะกินทีเบาหวานแน่นอน5555 ปรับปรุงด่วนๆน้าาา"
1,"ชอบค่ะ กลางคืนโอเคเลยนะ คนไม่เยอะ พนักงานบริการดี"
