class,text
0,เราไปกินสาขาหาดใหญ่ (ลกด.) สั่งอาหารไปรูปมีเฟร้นฟราย แต่พออาหารมาไม่มีเฟร้นฟราย เราก็สงสัยแต่ไม่ได้ถาม พนง. คิดว่าคงไม่มีมั้งก็กินไปจนหมด สักพักโตะข้างๆ สั่งเมนูเดียวกัน แต่ในจานมีเฟร้นฟรายด้วย เรานี่นอยด์เลย เพราะไม่ได้กินเฟร้นฟราย ฮ่าๆ
0,สาขาเซนทรัลภูเก็ต เวลาไปกับเพื่อนๆ พนักงานทำสีหน้าไม่ค่อยดีเท่าไร เด็กแล้วทำไมคะ ? แต่รสชาติยังดีเหมือนเดิมค่ะ fc ค่ะ
0,ปรับปรุงความสะอาดบ้างนะคะสาขาขอนแก่น แมลงสาบมากินเป็นเพื่อนตลอดเลยค่ะ เมนูสลัดล้างสะอาดๆหน่อยและควรสะอาดกว่านี้มากๆให้สมราคาที่ตั้งไว้ค่ะ
0,ปกติก้อไปทานบ่อยค่ะ เวลาทานสเต๊กไม่หมดก้อจะห่อกลับบ้าน และทาง จนท.ก้อจะห่อใส่กล่องให้ทั้งสเต๊กและผักในจาน แต่วันนี้ไปทานก้อได้ห่อกลับบ้าน แต่เมื่อถึงบ้านเปิดจะทานเจอแต่สเต๊กแต่ไม่มีผักในจานเหมือนเคย ไม่ทราบว่าเปลี่ยนการห่อกลับบ้านโดยไม่ใส่ผักให้แล้วเหรอค่ะ เสน่ห์ของซิสเลอร์คือผักในจานนะค่ะ เมื่อเปิดมาไม่เจอผักมันดูไม่สวยงามเลยเลยค่ะ รบกวนตรวจสอบให้ด้วยค่ะ ขอบคุณค่ะ
0,เรื่องเจอทากในสลัดผักจะว่ายังไง หลายๆเรื่องถ้าไม่คิดปรับปรุงอีกหน่อยลูกค้าหายหมดแน่
0,ร้านอาหารหรือสนามเด็กเล่น เละเทะวุ่นวาย น่ารำคาญมากๆ จะให้พึ่งสำนึกพ่อแม่ หรือผู้ใหญ่อย่างเดียวคงไม่พอหลอก เพราะถ้ามีคงไม่พาเข้ามากัน ให้มันเดือดร้อนคนอื่นเค้า พวกที่ดูแลลูกหลานตัวเองดีก็ยังพอทำเนา แต่ไอพวกที่เอามาปล่อยเรี่ยราดไม่สนอะไร เอาแต่ก้มหน้าก้มตากินอย่างเดียวนี่เลวมาก
0,อร่อยทุกเมนู ผักสดมาก แต่ไม่ทราบว่าเมนูสเต็กแซลมอนมีอย่างเดียวหรือ? สั่งอย่างได้อีกอย่าง สามรอบละค่ะที่เซนทรัลชลบุร
0,ทุกอย่างยังโอเคค่ะ ยกเว้นสลัดบาร์ที่ของที่เราชอบลดลง เช่น ร้อคเก้ด และ ฟัดทองย่างที่ลูกเราชอบมากๆ.. อยากสอบถามว่านำเมนูพวกนี้ออกแล้วหรือเปล่าคะ
0,"ถึงผมเคยเป็น พนง. ของที่นี่ แต่เมื่อ ื่ิผมออกไปแล้ว เเละ กลับมาใช้บริการ เด็กคุณก้ควรบริการผมเหมือนลูกค้านะคับ ถึงตอนอยู่ด้วยกันมี หมันหน้ากันบ้าง ก้เป็นเรื่องปกติป่าววะ เด็กคุณเดินจะชนผมอยุละ มองหน้าตั้งแต่หัวยันตีน ทำไมหรอคับ? ถ้าผมใส่เสื้อยืดธรรมดา ๆ กางเกงขาสั้น มันจะทำให้เด็กคุณดูถูกผมขนาดนี้เลยหรอ ผมไม่อยากมีเรื่องในร้านนะครับ ถึงจะเคยมีหมันหน้ากันมาก่อนก้เหอะ และที่ผมออกก้เพราะความลำเอียงในสาขานี่ละ ผมใส่ริชแบรนตอนทำงาน เขามาเตือนให้ถอดออก โอเครผมถอดออก พอมันใส่นาฬิกา ผมเตือนกลับมาบอกอย่ายุ่ง มาก่อนแล้วไง เดียวมีคว่ำตอนผมทำงานเกลียดกันไม่ว่าตอนผมลาออกมาเป็นลูกค้า ช่วยปฏิบัติกับกูให้เหมือนลูกค้าหน่อยคับ"
0,สาขาเซ็นทรัลปิ่นเกล้า ไม่รับลูกค้าตั้งแต่ ทุ่ม 40 วันอาทิตย จะรีบปิดไปไหนจ้ะ เขียนไว้ปิด 3ทุ่มมะใช่หรา
0,"ผมเป็นแขกประจำของSizzlerเลยก็ว่าได้ เดือนนึงต้องใช้บริการอย่างน้อย3-4ครั้ง เพราะเป็นคนชอบทานอาหารประเภทนี้ ผมเองใช้บริการมาหลายสาขาเพราะอยากทราบถึงความหลากหลายของสลัดบาร์ รสชาติอาหารและการบริการของพนักงาน จึงอยากเสนอให้ทางSizzlerได้ปรับปรุงการบริการตามนี้ 1.พนักงาน คือ งานบริการ ไปอธิบายให้พนักงานเข้าใจต่อกันเองละกัน (คงเข้าใจนะครับ)2.เรื่องคิว คือ อย่าให้ผิดพลาดโดยเด็ดขาด เพราะผลที่ตามมามันเลวร้ายมากแล้วแต่คนจะคิด (จริงปะ)3.ใส่ใจในการเติมอาหารบนบาร์ และ การรีฟิว คือ ผมเข้าใจว่ามันมีหลายเหตุการณ์ที่เกิดขึ้น ณ ช่วงเวลานั้นๆ ซึ่งอาจทำให้ล่าช้าอละต้องรับเมนู แต่เหนือสิ่งอื่นใด อย่าลืมการเติมอาหารและการรีฟิว เป็นอันดับแรก เพราะมันคือสิ่งที่ทำให้คนโมโหหิวได้4.พยายามจดบันทึกหรือจดจำให้แม่น เวลาที่ลูกค้าสั่ง ต้องทำตามที่ลูกค้าต้องการ เช่น ความสุกของอาหาร ไม่เอาเนย ชีส เป็นต้นผมเข้าใจตัวพนักงานนะครับ ยิ่งคนเยอะ งานก็ยิ่งเยอะ แต่เหนือสิ่งอื่นใด งานบริการ เป็นสิ่งสำคัญอย่างยิ่ง มันจะเป็นตัวชี้วัดความพึงพอใจได้เลยนะครับ ผมแค่แนะนำให้ปรับปรุงเรื่องเหล่านี้ และหวังว่าจะได้รับเสียงตอบรับที่ดีขึ้น ผมเองก็จะยังคงเป็นลูกค้าประจำเหมือนเดิมต่อไป"
0,สลัดของเริ่มน้อยแล้วอะคะ
1,มาทานที่สาขาเซ็นทรัลเวทเกต พนักงานน่ารักมากทุกคนเลยค่ะ
1,วันนี้มาทาน sizzler สาขา zpell ขอชื่อชมพนักงานชื่อ คุณไพโรจน์ (piroj) มี service mind ทีดี บริการทุกอย่างด้วยหัวใจ ขอให้ทาง sizzler promote พนักงานท่านนี้ให้อยู่ไปนานๆๆ นะคะ พี่เค้าน่ารักมาก
1,ขอชมพนักงาน สาขาเดอะมอท่าพระค่ะ คือดิฉันทำกุญแจและคีย์การ์หล่นหาย จึงได้ลองโทรไปสอบถาม มีพนักงานผู้ชายรับสาย ซึ่งพนักงานคนนั้นดูตั้งใจรับฟังปัญหา ขอไปตรวจสอบและสอบถามพนักงานในสาขาให้ พร้อมขอเบอร์เพื่อติดต่อกลับ แต่ต่อให้ไม่เจอก็ยังคงโทรมาแจ้งและรับปากว่าถ้ามีใครเก็บได้จะรีบติดต่อมา ถึงจะหาไม่เจอแต่ก็ต้องขอบคุณพนักงานท่านนั้นค่ะที่มีใจรักงานบริการอย่างมาก อยากให้บริษัทให้รางวัลแก่สาขาเพื่อเป็นกำลังใจให้พนักงานค่ะ
1,เมื่อวานไปกินที่เดอะมอลบางกะปิมาคะ พนักงานบริการดีใส่ใจลูกค้า
1,"ดีมากค่ะเลิศมากบริการคุณภาพดีมากสินค้าสอบถามได้รับคำแนะนำทุกตัวจ่ะไม่เลิกใช้บริการเลยค่ะสิ่งที่บางคนเจอเข้าใจน่ะค่ะเจอแมลงอย่างงี้เจอนู้นเจอนี้พนักงานเค้ากำหนดไม่ได้หรอกค่ะเราต้องเข้าใจถึงธรรมชาติของมันน่ะค่ะ"
1,"ไม่เคยผิดหวังหรือรู้สึกแย่ในทุกๆครั้งที่พาคุณแม่และแฟนไปรับประทานนะครับชอบมากๆทั้งสองสาขาคือ Sizzler Laemtong Rayongและ Sizzler Central Plaza Rayong เยี่ยมมากๆครับ"
1,"มาทานที่สาขาZpell เป็นประจำมีพนักงานท่านนึง ชอบมาก เวลาที่เค้าบริการ เสมือนมันออกมาจากหัวใจของเค้าเลยจริงๆ ยิ้มรับตั้งแต่ทางเข้า รับออเดอร์ยิ้มพิมพ์ใจ..ชอบๆแอบอ่านป้ายชื่อชื่อคุณ Piroj A. ขอชื่นชมค่ะ"
1,ส่วนตัวไม่ชอบกินขนมปัง แต่จะบอกว่าขนมปังกะเทียมของSizzler อร่อยมากกกกกกกกก ชอบที่สุดๆๆๆ ให้5เลยจ้า
1,"ชอบบบบบบ..มากกกกก ค่ะ สเต็กอร่อยสลัดบาร์สุดยอดมีหลากหลายเมนูเพียบเลย"
1,ทานประจำเวลาไปทานก็ไปเป็นครอบครัว ชอบสลัดบาร์
1,อยากให้sizzler ไปเปิดที่นครสวรรค์บ้างคะ ตอนนี้มีสตาร์บัคแล้ว และอีกอย่างคนนครสวรรค์อยากทานคะ
1,วันนี้มาทานSizzlerสาขาเซ็นทรัลแจ้งวัฒนะอาหารอร่อยบริการดีเยี่ยมประทับใจมากเลยสมัครบัตรสมาชิกไว้มาทานเป็นลูกค้าประจำคะ
1,ขอชมน้อง JIRAYU.A สาขา อเวนิว แจ้งวัฒนะ คะ น้องบริการดีน่ารักมากมีความสุภาพใจเย็น ยิ้มแย้มตลอดเวลาที่ให้บริการ น้องแนะนำให้สมัครบัตรสมาชิก เป็นการเชิญชวนที่ไม่น่าลำคาน แต่ปฏิเสทไม่ได้ ^^ เมื่อตกลงทำสมาชิกกับน้อง น้องดูดีใจมาก เราเลยดีใจไปด้วย พอน้องไปรับออเดอร์โต๊ะอื่นที่ถูกปฏิเสทไม่ทำบัตรสมาชิก น้องก็ยังยิ้มรับและขอบคุณอย่างมีมารยาท ชอบคะ อยากให้ ทาง sizzler รับรู้สิ่งดีๆนี้ และอยากเป็นกำลังใจให้น้อง JIRAYU.A ได้รักษาสิ่งดีๆ แบบนี้ไว้คะ
